Date,Open,High,Low,Close,Adj Close,Volume
03-04-2013,15.406071,15.617143,15.368214,15.428214,13.367542,363216000
04-04-2013,15.491429,15.535714,15.1875,15.275714,13.235408,358447600
05-04-2013,15.160714,15.176786,14.988571,15.114286,13.095545,383695200
08-04-2013,15.173214,15.267857,15.088929,15.221786,13.188684,300829200
09-04-2013,15.227143,15.303571,15.098214,15.249286,13.212511,306614000
10-04-2013,15.289286,15.609286,15.214643,15.560357,13.482037,375928000
11-04-2013,15.49,15.6425,15.4,15.511786,13.439949,328364400
12-04-2013,15.505357,15.505357,15.324643,15.35,13.299775,238613200
15-04-2013,15.25,15.281786,14.983929,14.994643,12.991879,317520000
16-04-2013,15.056071,15.236071,15.020357,15.222857,13.189612,305771200
17-04-2013,15.009643,15.021429,14.218214,14.385714,12.464279,945056000
18-04-2013,14.463929,14.4925,13.919286,14.001786,12.131634,666299200
19-04-2013,13.856071,14.271429,13.753571,13.9475,12.084601,609274400
22-04-2013,14.022857,14.364286,13.973929,14.238214,12.336484,429920400
23-04-2013,14.428214,14.585,14.243214,14.504643,12.567326,664238400
24-04-2013,14.055,14.830357,14.017857,14.480714,12.546593,969651200
25-04-2013,14.686786,14.783571,14.535714,14.585,12.63695,384837600
26-04-2013,14.636071,14.956071,14.580357,14.9,12.909878,764097600
29-04-2013,15.016071,15.486429,15,15.361429,13.309676,640326400
30-04-2013,15.539286,15.901786,15.431071,15.813571,13.701427,691538400
01-05-2013,15.873571,15.890357,15.513929,15.688929,13.593431,506909200
02-05-2013,15.777857,16.02107,15.736786,15.911429,13.786215,421828400
03-05-2013,16.118214,16.186787,16.041071,16.070715,13.924226,361300800
06-05-2013,16.275356,16.507143,16.225357,16.45393,14.256257,496641600
07-05-2013,16.606071,16.633928,16.203571,16.380714,14.192821,483753200
08-05-2013,16.394285,16.620358,16.278929,16.565714,14.353112,472598000
09-05-2013,16.421785,16.535713,16.270714,16.313213,14.227893,398487600
10-05-2013,16.356071,16.418215,16.088572,16.1775,14.109526,334852000
13-05-2013,16.125357,16.353571,16.125,16.240713,14.16466,316948800
14-05-2013,16.208929,16.257143,15.791071,15.852143,13.82576,447118000
15-05-2013,15.684286,15.75,15.084286,15.316071,13.358214,741613600
16-05-2013,15.115714,15.6375,14.960714,15.520714,13.536699,603204000
17-05-2013,15.680357,15.7175,15.393214,15.473571,13.495583,427904400
20-05-2013,15.425357,15.921429,15.360714,15.818929,13.796792,451578400
21-05-2013,15.648214,15.91,15.507143,15.702143,13.694934,456022000
22-05-2013,15.858929,16.012501,15.650714,15.7625,13.747577,443038400
23-05-2013,15.569643,15.934286,15.563929,15.790714,13.772184,353021200
24-05-2013,15.744643,15.916429,15.727143,15.898214,13.865942,276166800
28-05-2013,16.067858,16.111071,15.744643,15.765714,13.750381,386145200
29-05-2013,15.714286,15.982143,15.692857,15.891071,13.859712,330576400
30-05-2013,15.916071,16.232143,15.875357,16.127857,14.066229,353519600
31-05-2013,16.160713,16.325001,16.053572,16.061787,14.008605,384302800
03-06-2013,16.0975,16.155714,15.802857,16.097143,14.039442,372352400
04-06-2013,16.186428,16.229643,15.978214,16.046785,13.995522,292728800
05-06-2013,15.916071,16.097143,15.846786,15.896786,13.864695,290589600
06-06-2013,15.909643,15.964286,15.501786,15.659286,13.657557,416934000
07-06-2013,15.589286,15.83,15.456071,15.778929,13.761904,404535600
10-06-2013,15.883214,16.03857,15.6,15.674643,13.670955,450153200
11-06-2013,15.562143,15.812857,15.475714,15.628571,13.630769,286112400
12-06-2013,15.696429,15.758929,15.410714,15.435357,13.462253,265227200
13-06-2013,15.446429,15.612143,15.3125,15.57,13.579685,285832400
14-06-2013,15.55,15.581786,15.303571,15.358929,13.395594,271866000
17-06-2013,15.408571,15.560714,15.37,15.428571,13.456332,259414400
18-06-2013,15.412857,15.532143,15.364643,15.420357,13.449171,195025600
19-06-2013,15.407143,15.416429,15.107143,15.107143,13.175995,310940000
20-06-2013,14.975,15.213571,14.8275,14.887143,12.984116,357310800
21-06-2013,14.946071,15,14.575,14.767857,12.880077,481118400
24-06-2013,14.55,14.595,14.216071,14.376429,12.538684,480746000
25-06-2013,14.489286,14.563929,14.243929,14.379643,12.541492,314162800
26-06-2013,14.425,14.456786,14.130714,14.216786,12.399452,367724000
27-06-2013,14.258929,14.335357,14.055,14.063571,12.265825,337246000
28-06-2013,13.977143,14.295357,13.888214,14.161786,12.351483,578516400
01-07-2013,14.381786,14.723929,14.329286,14.615,12.746758,391053600
02-07-2013,14.641429,15.058214,14.623929,14.946071,13.03551,469865200
03-07-2013,15.030714,15.106429,14.908929,15.028571,13.107466,240928800
05-07-2013,15.013929,15.1175,14.833929,14.907857,13.00218,274024800
08-07-2013,15.003929,15.035714,14.666071,14.823214,12.928355,298138400
09-07-2013,14.771429,15.125,14.656429,15.083929,13.155747,352584400
10-07-2013,14.985714,15.171429,14.9375,15.026071,13.105284,281405600
11-07-2013,15.105357,15.294643,15.041786,15.260357,13.309622,326292400
12-07-2013,15.273214,15.349643,15.121786,15.2325,13.285328,279563200
15-07-2013,15.178929,15.409286,15.171429,15.265714,13.314295,241917200
16-07-2013,15.232857,15.3825,15.148929,15.364286,13.400267,216538000
17-07-2013,15.346429,15.436429,15.293571,15.368214,13.403693,198990400
18-07-2013,15.477857,15.531071,15.378929,15.42,13.448856,218878800
19-07-2013,15.467857,15.499286,15.155357,15.176786,13.236735,268721600
22-07-2013,15.337857,15.348214,15.195357,15.225357,13.279096,207796400
23-07-2013,15.214286,15.248571,14.953929,14.963929,13.051088,369395600
24-07-2013,15.676071,15.878214,15.545,15.7325,13.721411,591936800
25-07-2013,15.739286,15.764286,15.564643,15.660714,13.658801,229493600
26-07-2013,15.546429,15.751429,15.512143,15.749643,13.736362,200152400
29-07-2013,15.742857,16.071072,15.721429,15.9925,13.948177,248057600
30-07-2013,16.07,16.326786,16.043928,16.190001,14.12043,309422400
31-07-2013,16.249643,16.33357,16.051071,16.161785,14.09582,322957600
01-08-2013,16.276787,16.314285,16.187857,16.309999,14.225089,206250800
02-08-2013,16.3575,16.530357,16.309286,16.519285,14.407619,274783600
05-08-2013,16.596071,16.809643,16.505358,16.766071,14.622863,318855600
06-08-2013,16.715,16.853214,16.506071,16.616072,14.492034,334857600
07-08-2013,16.564285,16.678572,16.491785,16.606428,14.483624,298858000
08-08-2013,16.566429,16.575001,16.355356,16.464643,14.454781,255777200
09-08-2013,16.379999,16.445,16.201786,16.230356,14.249091,266865200
12-08-2013,16.316429,16.737499,16.308214,16.691429,14.653881,364434000
13-08-2013,16.819286,17.66643,16.71607,17.484644,15.350266,881941200
14-08-2013,17.781429,18.008928,17.621429,17.803572,15.630265,756372400
15-08-2013,17.729286,17.942858,17.467142,17.782499,15.611763,490294000
16-08-2013,17.862499,17.962143,17.816429,17.940357,15.75035,362306000
19-08-2013,18.012142,18.347857,18,18.133572,15.919979,510518400
20-08-2013,18.20393,18.234644,17.886429,17.895357,15.710845,358688400
21-08-2013,17.985357,18.112499,17.9,17.941429,15.751294,335879600
22-08-2013,18.035,18.056786,17.792856,17.962856,15.770101,244207600
23-08-2013,17.973928,17.976786,17.833929,17.893572,15.709272,222731600
26-08-2013,17.883928,18.22143,17.875,17.963215,15.770415,330965600
27-08-2013,17.785713,17.946787,17.367857,17.449642,15.319538,424188800
28-08-2013,17.357143,17.707144,17.357143,17.532143,15.391967,307608000
29-08-2013,17.558929,17.732143,17.540358,17.560715,15.417054,239657600
30-08-2013,17.571428,17.605356,17.375,17.400715,15.276579,272297200
03-09-2013,17.610714,17.878571,17.405357,17.449286,15.319224,331928800
04-09-2013,17.841429,17.937143,17.724285,17.810356,15.636215,345032800
05-09-2013,17.866072,17.88143,17.629999,17.688213,15.528986,236367600
06-09-2013,17.80143,17.834999,17.498215,17.793571,15.621482,359525600
09-09-2013,18.035713,18.139999,17.981428,18.077499,15.870751,340687200
10-09-2013,18.078571,18.123215,17.482143,17.665714,15.509229,743195600
11-09-2013,16.678928,16.9175,16.600357,16.70393,14.664857,898696400
12-09-2013,16.732143,16.978571,16.643213,16.881786,14.821006,404051200
13-09-2013,16.762142,16.85107,16.59643,16.603571,14.576749,298835600
16-09-2013,16.464287,16.486071,15.972143,16.075714,14.11333,543706800
17-09-2013,15.998571,16.418215,15.982143,16.261429,14.276368,399380800
18-09-2013,16.542143,16.655357,16.452143,16.595715,14.569853,456862000
19-09-2013,16.810715,16.993929,16.758928,16.867857,14.808769,404541200
20-09-2013,17.071428,17.09107,16.642857,16.693214,14.655452,699302800
23-09-2013,17.717857,17.746786,17.235714,17.522858,15.383816,762106800
24-09-2013,17.674286,17.695356,17.422144,17.467857,15.335526,364344400
25-09-2013,17.47143,17.487143,17.19393,17.1975,15.098174,316957200
26-09-2013,17.357143,17.44857,17.282143,17.365,15.245222,237221600
27-09-2013,17.277857,17.309643,17.168571,17.241072,15.13643,228040400
30-09-2013,17.044643,17.202143,16.943214,17.026787,14.948309,260156400
01-10-2013,17.0875,17.469286,17.084999,17.427143,15.299782,353883600
02-10-2013,17.343929,17.564285,17.276787,17.484285,15.349955,289184000
03-10-2013,17.518213,17.583929,17.169287,17.264643,15.157122,322753200
04-10-2013,17.280714,17.307142,17.092857,17.251072,15.145205,258868400
07-10-2013,17.377144,17.594643,17.333929,17.419643,15.2932,312292400
08-10-2013,17.497856,17.522858,17.162144,17.17643,15.079678,290917200
09-10-2013,17.308571,17.42107,17.081429,17.378214,15.25683,301725200
10-10-2013,17.547144,17.584999,17.394285,17.487143,15.352463,278602800
11-10-2013,17.3925,17.637142,17.327143,17.600357,15.451852,267738800
14-10-2013,17.493929,17.770714,17.476786,17.715714,15.553129,261898000
15-10-2013,17.768213,17.928572,17.697144,17.809999,15.635909,320073600
16-10-2013,17.885357,17.9475,17.829643,17.896786,15.712102,251101200
17-10-2013,17.856428,18.027857,17.845715,18.017857,15.818393,253593200
18-10-2013,18.071072,18.187857,18.061071,18.174643,15.956033,290542000
21-10-2013,18.2775,18.725,18.268572,18.620001,16.347034,398106800
22-10-2013,18.800358,18.873215,18.143929,18.566786,16.30031,534063600
23-10-2013,18.535713,18.77393,18.535713,18.748571,16.4599,313723200
24-10-2013,18.75,19.016787,18.65893,18.996786,16.677822,384764800
25-10-2013,18.975714,19.043928,18.753929,18.784286,16.491259,337792000
28-10-2013,18.894285,18.964287,18.686071,18.924286,16.614172,550440800
29-10-2013,19.1525,19.258928,18.376429,18.452856,16.200289,635807200
30-10-2013,18.557501,18.84,18.465,18.746429,16.458025,354163600
31-10-2013,18.75,18.838928,18.616785,18.667856,16.389038,275696400
01-11-2013,18.715,18.742857,18.422857,18.5725,16.305321,274890000
04-11-2013,18.610714,18.815001,18.528929,18.8125,16.51602,244627600
05-11-2013,18.735001,18.888929,18.678572,18.766071,16.475267,265213200
06-11-2013,18.719643,18.745001,18.507143,18.604286,16.428596,223375600
07-11-2013,18.556429,18.685356,18.299286,18.303213,16.162733,262620400
08-11-2013,18.377857,18.611786,18.306786,18.591429,16.417242,279316800
11-11-2013,18.571072,18.631071,18.371786,18.5375,16.369616,227452400
12-11-2013,18.488214,18.71143,18.464287,18.571787,16.3999,204276800
13-11-2013,18.5,18.651787,18.462856,18.593929,16.419449,197220800
14-11-2013,18.671785,18.902857,18.638214,18.862858,16.656929,282419200
15-11-2013,18.806429,18.89607,18.731787,18.749643,16.556955,317920400
18-11-2013,18.749643,18.828215,18.507143,18.522499,16.356373,244944000
19-11-2013,18.536785,18.692142,18.498928,18.555357,16.385389,208938800
20-11-2013,18.543928,18.58643,18.368929,18.392857,16.24189,193916800
21-11-2013,18.485714,18.614643,18.345358,18.612143,16.435526,262026800
22-11-2013,18.554285,18.648571,18.518929,18.564285,16.393274,223725600
25-11-2013,18.607857,18.781071,18.607143,18.705,16.517534,229311600
26-11-2013,18.718571,19.147858,18.714287,19.049999,16.822182,401382800
27-11-2013,19.153929,19.5,19.049999,19.498571,17.218292,363448400
29-11-2013,19.624287,19.940357,19.564644,19.859644,17.537142,318127600
02-12-2013,19.928572,20.154642,19.672144,19.686787,17.384502,472544800
03-12-2013,19.939285,20.227858,19.917143,20.225714,17.860395,450968000
04-12-2013,20.196428,20.328215,20.029285,20.178572,17.818775,377809600
05-12-2013,20.451786,20.540714,20.22893,20.282143,17.910233,447580000
06-12-2013,20.206785,20.241072,19.984644,20.000713,17.661718,344352400
09-12-2013,20.032143,20.342142,20.032143,20.229643,17.863874,320493600
10-12-2013,20.127857,20.281429,20.042856,20.198214,17.836123,278269600
11-12-2013,20.25,20.391787,19.98893,20.048571,17.703979,359718800
12-12-2013,20.076429,20.190714,20.001072,20.019285,17.678116,262290000
13-12-2013,20.101786,20.102858,19.77393,19.801071,17.485422,332822000
16-12-2013,19.822144,20.094286,19.821787,19.910713,17.582237,282592800
17-12-2013,19.850357,19.98,19.763571,19.821072,17.503086,229902400
18-12-2013,19.632143,19.694643,19.242857,19.670357,17.369991,565863200
19-12-2013,19.625,19.642857,19.418928,19.445,17.17099,320308800
20-12-2013,19.479643,19.700357,19.457857,19.607857,17.314802,436413600
23-12-2013,20.285713,20.382856,20.098572,20.360357,17.979298,501306400
24-12-2013,20.353214,20.424286,20.215357,20.27393,17.902981,167554800
26-12-2013,20.289286,20.339287,20.120714,20.139286,17.784082,204008000
27-12-2013,20.136429,20.157499,19.982143,20.003214,17.663918,225884400
30-12-2013,19.909286,20.003214,19.725714,19.804285,17.488258,253629600
31-12-2013,19.791786,20.045713,19.785713,20.036428,17.693256,223084400
02-01-2014,19.845715,19.893929,19.715,19.754642,17.444426,234684800
03-01-2014,19.745001,19.775,19.301071,19.320715,17.061235,392467600
06-01-2014,19.194643,19.52857,19.057142,19.426071,17.154268,412610800
07-01-2014,19.440001,19.498571,19.21143,19.287144,17.031593,317209200
08-01-2014,19.243214,19.484285,19.23893,19.409286,17.139454,258529600
09-01-2014,19.52857,19.530714,19.119642,19.161428,16.92058,279148800
10-01-2014,19.279642,19.314285,18.968214,19.033571,16.807676,304976000
13-01-2014,18.925358,19.375,18.924286,19.133215,16.895664,378492800
14-01-2014,19.222143,19.526072,19.202143,19.513929,17.231861,332561600
15-01-2014,19.768572,20.007143,19.702143,19.905714,17.577822,391638800
16-01-2014,19.817858,19.887501,19.702856,19.794643,17.479744,229278000
17-01-2014,19.695715,19.716785,19.282143,19.309643,17.051464,426739600
21-01-2014,19.321072,19.645357,19.300714,19.609644,17.316376,328526800
22-01-2014,19.675358,19.903214,19.564644,19.696787,17.393326,379985200
23-01-2014,19.640715,19.875,19.4575,19.863571,17.540613,403239200
24-01-2014,19.785713,19.843571,19.455357,19.502501,17.221766,429354800
27-01-2014,19.645357,19.814285,19.491072,19.660713,17.361475,554878800
28-01-2014,18.17,18.392857,17.93107,18.089287,15.973821,1065523200
29-01-2014,17.998215,18.120358,17.807858,17.883928,15.792481,502810000
30-01-2014,17.947857,18.089287,17.739286,17.849285,15.761889,678501600
31-01-2014,17.684999,17.911785,17.626785,17.878571,15.787745,464797200
03-02-2014,17.950357,18.133215,17.832144,17.911785,15.817078,401464000
04-02-2014,18.066071,18.195,17.955713,18.17107,16.04604,376681200
05-02-2014,18.091429,18.402857,18.080357,18.306786,16.16588,328344800
06-02-2014,18.216429,18.339287,18.13607,18.303928,16.260117,257765200
07-02-2014,18.620714,18.676071,18.477858,18.559999,16.487593,370280400
10-02-2014,18.523571,18.999643,18.5,18.8925,16.782961,345559200
11-02-2014,18.950357,19.205357,18.910713,19.14143,17.004101,282256800
12-02-2014,19.176786,19.27,19.044287,19.139999,17.002829,308100800
13-02-2014,19.094999,19.458929,19.078571,19.44393,17.272823,307398000
14-02-2014,19.373928,19.499287,19.32893,19.428213,17.25886,272924400
18-02-2014,19.5,19.685356,19.486071,19.499643,17.322313,260251600
19-02-2014,19.455357,19.531786,19.083929,19.191786,17.04883,313768000
20-02-2014,19.035357,19.178572,18.892857,18.969643,16.851501,305858000
21-02-2014,19.028214,19.091785,18.735714,18.758928,16.66431,278784800
24-02-2014,18.683929,18.925714,18.657858,18.84107,16.737272,288909600
25-02-2014,18.906429,18.913214,18.607143,18.645,16.563101,231952000
26-02-2014,18.700357,18.75,18.414286,18.476786,16.413675,276217200
